FagNivaa;EnhetNivaa;Vurderingsfagkode;Nasjonaltkode;Fylkekode;Organisasjonsnummer;Vurderingsfagnavn;Nasjonalt;Fylke;EnhetNavn;2024-25.Skriftlig eksamen.Alle eierformer.Alle kjønn.Snittkarakter;2024-25.Skriftlig eksamen.Alle eierformer.Alle kjønn.Antall elever
2;3;ENG1007;I;39;923261354;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestfold;Horten videregående skole;4,3;30
2;3;ENG1007;I;39;974575051;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestfold;Melsom videregående skole;*;*
2;3;ENG1007;I;39;974575000;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestfold;Nøtterøy videregående skole;4,4;13
2;3;ENG1007;I;39;874575232;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestfold;Re videregående skole;3,6;11
2;3;ENG1007;I;39;974575116;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestfold;Sande videregående skole;*;*
2;3;ENG1007;I;39;974575019;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestfold;Sandefjord videregående skole;4,4;22
2;3;ENG1007;I;39;973488783;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestfold;Skagerak International School Sti;4,7;10
2;3;ENG1007;I;39;974575027;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestfold;Thor Heyerdahl videregående skole;3,5;34
2;3;ENG1007;I;39;995354071;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestfold;Wang Tønsberg AS;4,5;6
2;2;ENG1007;I;46;46;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestland;Alle skoler;4,2;325
2;3;ENG1007;I;46;986900055;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestland;Akademiet Vgs Bergen AS;3,9;11
2;3;ENG1007;I;46;974557444;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestland;Arna vidaregåande skule;*;*
2;3;ENG1007;I;46;974557533;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestland;Askøy videregående skole;3,8;12
2;3;ENG1007;I;46;874557102;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestland;Bergen katedralskole;3,9;21
2;3;ENG1007;I;46;974557126;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestland;Bømlo vidaregåande skule;*;*
2;3;ENG1007;I;46;874571172;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestland;Eid vidaregåande skule;*;*
2;3;ENG1007;I;46;974571161;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestland;Firda vidaregåande skule;4,8;13
2;3;ENG1007;I;46;974571145;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestland;Flora vidaregåande skule;*;*
2;3;ENG1007;I;46;974117959;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestland;Framnes Kristne vidaregåande skule;4,6;34
2;3;ENG1007;I;46;874557552;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestland;Fusa vidaregåande skule;*;*
2;3;ENG1007;I;46;974557584;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestland;Fyllingsdalen videregående skole;4,1;14
2;3;ENG1007;I;46;974571110;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestland;Førde vidaregåande skule;4;26
2;3;ENG1007;I;46;974557339;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestland;Knarvik vidaregåande skule;3,8;10
2;3;ENG1007;I;46;974557282;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestland;Kvinnherad vidaregåande skule;3,7;10
2;3;ENG1007;I;46;974557096;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestland;Langhaugen videregående skole;4,9;21
2;3;ENG1007;I;46;974571188;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestland;Måløy vidaregåande skule;*;*
2;3;ENG1007;I;46;993527084;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestland;Nordahl Grieg videregående skole;4;16
2;3;ENG1007;I;46;974557290;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestland;Odda vidaregåande skule;4,4;8
2;3;ENG1007;I;46;989630008;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestland;Olsvikåsen videregående skole;3,4;9
2;3;ENG1007;I;46;974557150;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestland;Osterøy vidaregåande skule;*;*
2;3;ENG1007;I;46;974557142;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestland;Sandsli videregående skole;4;10
2;3;ENG1007;I;46;974571056;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestland;Sogndal vidaregåande skule;4,1;8
2;3;ENG1007;I;46;974557568;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestland;Sotra vidaregåande skule;3,9;7
2;3;ENG1007;I;46;974557029;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestland;Stord vidaregåande skule;3,9;12
2;3;ENG1007;I;46;974151537;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestland;Sygna Vgs;4,5;10
2;3;ENG1007;I;46;974557061;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestland;Tertnes vidaregåande skule;4;27
2;3;ENG1007;I;46;816031982;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestland;Voss gymnas;4;6
2;3;ENG1007;I;46;974557487;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestland;Årstad videregående skole;*;*
2;3;ENG1007;I;46;974557479;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Vestland;Åsane vidaregåande skule;*;*
2;2;ENG1007;I;31;31;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Østfold;Alle skoler;4,1;167
2;3;ENG1007;I;31;988519480;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Østfold;Akademiet Fredrikstad AS Privat videregående skole;3,8;13
2;3;ENG1007;I;31;974544504;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Østfold;Askim videregående skole;*;*
2;3;ENG1007;I;31;974544466;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Østfold;Frederik Ii videregående skole;3,9;19
2;3;ENG1007;I;31;974544490;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Østfold;Greåker videregående skole;4,3;17
2;3;ENG1007;I;31;974544563;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Østfold;Halden videregående skole;4,3;20
2;3;ENG1007;I;31;974544520;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Østfold;Kalnes videregående skole;*;*
2;3;ENG1007;I;31;974544539;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Østfold;Kirkeparken videregående skole;5;17
2;3;ENG1007;I;31;974544547;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Østfold;Malakoff videregående skole;3,4;14
2;3;ENG1007;I;31;974544512;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Østfold;Mysen videregående skole;4,2;20
2;3;ENG1007;I;31;874544582;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Østfold;St. Olav videregående skole;3,8;19
2;3;ENG1007;I;31;986779795;Engelsk vg1 studieforberedende utdanningsprogram;Hele landet;Østfold;Wang Fredrikstad AS;4,1;12
2;1;ENG1007;U;0;U;Engelsk vg1 studieforberedende utdanningsprogram;Utlandet;Alle fylker;Alle skoler;4,3;15
2;2;ENG1007;U;25;25;Engelsk vg1 studieforberedende utdanningsprogram;Utlandet;Utlandet;Alle skoler;4,3;15
2;3;ENG1007;U;25;U90099017;Engelsk vg1 studieforberedende utdanningsprogram;Utlandet;Utlandet;Den norske skole - Gran Canaria;*;*
2;3;ENG1007;U;25;U90099015;Engelsk vg1 studieforberedende utdanningsprogram;Utlandet;Utlandet;Den norske skolen i Rojales (DNSR);*;*
2;0;ENG1009;Alle;0;Alle;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Alle fylker;Alle skoler;3,4;2 323
2;1;ENG1009;I;0;I;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Alle fylker;Alle skoler;3,4;2 323
2;2;ENG1009;I;42;42;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Agder;Alle skoler;3,3;154
2;3;ENG1009;I;42;973391100;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Agder;Blå Kors videregående skole Øvrebø AS;3;9
2;3;ENG1009;I;42;974595168;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Agder;Byremo videregående skole;3,2;16
2;3;ENG1009;I;42;874595012;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Agder;Eilert Sundt videregående skole Studiested Farsund;3;21
2;3;ENG1009;I;42;974594994;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Agder;Kristiansand katedralskole Gimle;*;*
2;3;ENG1009;I;42;974595117;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Agder;Kvadraturen videregående skole;3,7;25
2;3;ENG1009;I;42;974573857;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Agder;Lillesand videregående skole;3,6;18
2;3;ENG1009;I;42;974595125;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Agder;Mandal videregående skole;2,2;6
2;3;ENG1009;I;42;974573814;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Agder;Sam Eyde videregående skole;3,4;40
2;3;ENG1009;I;42;974595184;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Agder;Søgne videregående skole;*;*
2;2;ENG1009;I;32;32;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Akershus;Alle skoler;3,5;305
2;3;ENG1009;I;32;974587637;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Akershus;Bjertnes videregående skole;3,5;16
2;3;ENG1009;I;32;974587602;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Akershus;Bjørkelangen videregående skole;2,9;7
2;3;ENG1009;I;32;974587831;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Akershus;Bleiker videregående skole;3,3;26
2;3;ENG1009;I;32;974587882;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Akershus;Drømtorp videregående skole;3,5;17
2;3;ENG1009;I;32;974587661;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Akershus;Eidsvoll videregående skole;4,2;9
2;3;ENG1009;I;32;974587726;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Akershus;Eikeli videregående skole;3,2;6
2;3;ENG1009;I;32;825322922;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Akershus;Feiring videregående skole AS;*;*
2;3;ENG1009;I;32;974587645;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Akershus;Jessheim videregående skole;2,6;9
2;3;ENG1009;I;32;991815325;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Akershus;Mailand videregående skole;3,1;7
2;3;ENG1009;I;32;988084948;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Akershus;Nannestad videregående skole;3,5;13
2;3;ENG1009;I;32;974587653;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Akershus;Nes videregående skole;3,3;11
2;3;ENG1009;I;32;974587866;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Akershus;Rosenvilde videregående skole;*;*
2;3;ENG1009;I;32;974587823;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Akershus;Rud videregående skole;3,6;11
2;3;ENG1009;I;32;974587769;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Akershus;Rælingen videregående skole;*;*
2;3;ENG1009;I;32;974605953;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Akershus;Røyken videregående skole;3,3;9
2;3;ENG1009;I;32;988835064;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Akershus;Sandvika videregående skole;*;*
2;3;ENG1009;I;32;924422459;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Akershus;Seiersborg videregående skole Follo AS;*;*
2;3;ENG1009;I;32;974587629;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Akershus;Skedsmo videregående skole;3,6;14
2;3;ENG1009;I;32;974587858;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Akershus;Strømmen videregående skole;3,2;28
2;3;ENG1009;I;32;874587842;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Akershus;Sørumsand videregående skole;3,3;33
2;3;ENG1009;I;32;974587815;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Akershus;Vestby videregående skole;4,2;16
2;3;ENG1009;I;32;974587564;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Akershus;Ås videregående skole;3,9;51
2;2;ENG1009;I;33;33;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Buskerud;Alle skoler;3,3;171
2;3;ENG1009;I;33;985500568;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Buskerud;Akademiet Drammen AS;*;*
2;3;ENG1009;I;33;974606216;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Buskerud;Buskerud videregående skole;2,7;10
2;3;ENG1009;I;33;874605972;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Buskerud;Drammen videregående skole;3,2;17
2;3;ENG1009;I;33;974605988;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Buskerud;Eiker videregående skole;3,1;15
2;3;ENG1009;I;33;974605929;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Buskerud;Hønefoss videregående skole;4,4;13
2;3;ENG1009;I;33;974605996;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Buskerud;Kongsberg videregående skole;4;41
2;3;ENG1009;I;33;974606135;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Buskerud;Lier videregående skole;*;*
2;3;ENG1009;I;33;974606232;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Buskerud;Numedal videregående skole;2,8;9
2;3;ENG1009;I;33;974606208;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Buskerud;Ringerike videregående skole;*;*
2;3;ENG1009;I;33;973255754;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Buskerud;Tyrifjord videregående skole;*;*
2;3;ENG1009;I;33;974605937;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Buskerud;Åssiden videregående skole;2,9;52
2;2;ENG1009;I;56;56;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Finnmark - Finnmárku - Finmarkku;Alle skoler;3,4;33
2;3;ENG1009;I;56;974622750;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Finnmark - Finnmárku - Finmarkku;Alta videregående skole;3,7;14
2;3;ENG1009;I;56;874622702;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Finnmark - Finnmárku - Finmarkku;Hammerfest videregående skole;*;*
2;3;ENG1009;I;56;974622726;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Finnmark - Finnmárku - Finmarkku;Kirkenes videregående skole;*;*
2;3;ENG1009;I;56;974759896;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Finnmark - Finnmárku - Finmarkku;Samisk videregående skole og reindriftsskole;*;*
2;3;ENG1009;I;56;974622718;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Finnmark - Finnmárku - Finmarkku;Vadsø videregående skole;3;7
2;2;ENG1009;I;34;34;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Innlandet;Alle skoler;3,2;135
2;3;ENG1009;I;34;974597284;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Innlandet;Gjøvik videregående skole;4;10
2;3;ENG1009;I;34;998513448;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Innlandet;Hadeland videregående skole;2,5;12
2;3;ENG1009;I;34;974572060;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Innlandet;Jønsberg videregående skole;2,2;12
2;3;ENG1009;I;34;974597322;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Innlandet;Lena-Valle videregående skole avd Lena;*;*
2;3;ENG1009;I;34;974597241;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Innlandet;Lillehammer videregående skole avd Nord;3,6;19
2;3;ENG1009;I;34;874597252;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Innlandet;Lillehammer videregående skole avd Sør;*;*
2;3;ENG1009;I;34;974597217;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Innlandet;Nord-Gudbrandsdal Videregåande skule avd Lom (Nedlagt);*;*
2;3;ENG1009;I;34;970963847;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Innlandet;Nord-Østerdal videregående skole;3,8;8
2;3;ENG1009;I;34;974597373;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Innlandet;Raufoss videregående skole avd Dokka;*;*
2;3;ENG1009;I;34;974571897;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Innlandet;Ringsaker videregående skole;3,5;16
2;3;ENG1009;I;34;974571943;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Innlandet;Sentrum videregående skole;3,9;7
2;3;ENG1009;I;34;974572117;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Innlandet;Sentrum videregående skole avd Skarnes;*;*
2;3;ENG1009;I;34;974571986;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Innlandet;Solør videregående skole;*;*
2;3;ENG1009;I;34;974572079;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Innlandet;Stange videregående skole;2,6;8
2;3;ENG1009;I;34;974571935;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Innlandet;Storhamar videregående skole;2,6;14
2;3;ENG1009;I;34;974572028;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Innlandet;Trysil videregående skole;*;*
2;3;ENG1009;I;34;974597381;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Innlandet;Valdres vidaregåande skule;3,9;7
2;2;ENG1009;I;15;15;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Møre og Romsdal;Alle skoler;3,6;174
2;3;ENG1009;I;15;888535322;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Møre og Romsdal;Akademiet Vgs Møre AS;*;*
2;3;ENG1009;I;15;974576554;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Møre og Romsdal;Borgund vidaregåande skole;2,5;13
2;3;ENG1009;I;15;974576481;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Møre og Romsdal;Herøy vidaregåande skule;3,6;21
2;3;ENG1009;I;15;974576589;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Møre og Romsdal;Kristiansund videregående skole;3,7;37
2;3;ENG1009;I;15;974576562;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Møre og Romsdal;Rauma videregående skole;4,3;9
2;3;ENG1009;I;15;974576546;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Møre og Romsdal;Romsdal videregående skole;3,4;50
2;3;ENG1009;I;15;974576651;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Møre og Romsdal;Surnadal vidaregåande skule;3,3;11
2;3;ENG1009;I;15;974576694;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Møre og Romsdal;Sykkylven vidaregåande skule;3,8;15
2;3;ENG1009;I;15;974576430;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Møre og Romsdal;Ulstein vidaregåande skule;*;*
2;3;ENG1009;I;15;974576503;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Møre og Romsdal;Ålesund videregående skole;3,9;12
2;2;ENG1009;I;18;18;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Nordland - Nordlánnda;Alle skoler;3,3;140
2;3;ENG1009;I;18;974621223;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Nordland - Nordlánnda;Bodø videregående skole;3,1;10
2;3;ENG1009;I;18;818509812;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Nordland - Nordlánnda;Campus Blå videregående skole AS;3,6;14
2;3;ENG1009;I;18;974621193;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Nordland - Nordlánnda;Meløy videregående skole;2,9;12
2;3;ENG1009;I;18;974621355;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Nordland - Nordlánnda;Mosjøen videregående skole;3,3;63
2;3;ENG1009;I;18;974041707;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Nordland - Nordlánnda;Narvik videregående skole;3,1;8
2;3;ENG1009;I;18;974621304;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Nordland - Nordlánnda;Polarsirkelen videregående skole;3;13
2;3;ENG1009;I;18;974621274;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Nordland - Nordlánnda;Saltdal videregående skole;3,7;7
2;3;ENG1009;I;18;974621169;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Nordland - Nordlánnda;Vest-Lofoten videregående skole;3,2;13
2;2;ENG1009;I;3;3;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Oslo;Alle skoler;3,5;94
2;3;ENG1009;I;3;990574898;Engelsk vg1 yrkesfaglige utdanningsprogram;Hele landet;Oslo;Bjørnholt videregående skole;*;*
